frequency_ghz,real,imag,magnitude,phase_deg,phase_unwrapped_deg
6.666,0.2914938898680813,0.20881271908630344,0.35856859801527596,35.61605762228008,35.61605762228008
6.684,0.3025321362024592,0.2029090660213381,0.3642770683269468,33.84985686159265,33.84985686159265
6.702,0.31347215175628607,0.19643130898475686,0.3699324925931501,32.072525798395304,32.072525798395304
6.72,0.32427773571407925,0.1893775338746138,0.3755261644896142,30.284840894388424,30.284840894388424
6.7379999999999995,0.33491206944739743,0.1817487318112964,0.38104946631185943,28.487620285028612,28.487620285028612
6.756,0.3453380089065572,0.1735488998935427,0.3864939340401144,26.681720401554966,26.681720401554966
6.774,0.3555183936205576,0.16478510645794756,0.39185132322463684,24.868032092718977,24.868032092718977
6.792,0.36541636727868176,0.1554675179001905,0.3971136746539894,23.047476274532674,23.047476274532674
6.81,0.37499570430389584,0.14560938493144554,0.4022733787196075,21.2209991468052,21.2209991468052
6.828,0.3842211364157083,0.13522698707566524,0.40732323737069126,19.389567025315124,19.389567025315124
6.846,0.3930586729433349,0.12433953523042218,0.41225652256488665,17.5541608477471,17.5541608477471
6.864,0.4014759086080941,0.11296903317891004,0.41706703016430396,15.715770419684675,15.715770419684675
6.882,0.4094423126569297,0.10114010001380642,0.4217491283033763,13.875388473933922,13.875388473933922
6.9,0.41692949359683906,0.08887975646603603,0.42629779936140716,12.034004621297754,12.034004621297754
6.918,0.4239114343431557,0.07621717908784668,0.4307086748081358,10.19259927447104,10.19259927447104
6.936,0.43036469333298083,0.06318342707013344,0.43497806234788156,8.352137627578706,8.352137627578706
6.954,0.43626856803894015,0.049811147153378206,0.43910296496321094,6.513563773247363,6.513563773247363
6.9719999999999995,0.4416052183136573,0.03613426258438272,0.4430810916461794,4.677795035856848,4.677795035856848
6.99,0.4463597480576957,0.0221876523649669,0.446910859795998,2.845716594712954,2.845716594712954
7.008,0.4505202447916033,0.008006827122484543,0.45059138945130267,1.0181764639609123,1.0181764639609123
7.026,0.4540777777804085,-0.006372392190442861,0.4541224897053909,-0.8040191123561744,-0.8040191123561744
7.044,0.45702635636476585,-0.020914186877043012,0.4575046378177841,-2.6201098014672763,-2.6201098014672763
7.061999999999999,0.459362851061613,-0.035583038959572585,0.46073895168202583,-4.429384821400829,-4.429384821400829
7.08,0.46108688077455395,-0.05034401076196995,0.4638271564300748,-6.231186052310514,-6.231186052310514
7.098,0.46220067008286503,-0.06516300159967787,0.46677154605066606,-8.024910604828637,-8.024910604828637
7.116,0.4627088810391477,-0.08000697838860797,0.46957494096616287,-9.810012842084062,-9.810012842084062
7.134,0.46261842419508165,-0.09484417785378213,0.4722406425515495,-11.586005863647603,-11.586005863647603
7.152,0.46193825370131014,-0.10964427888531685,0.4747723855964004,-13.352462469814213,-13.352462469814213
7.17,0.46067915128519804,-0.12437854443850643,0.4771742896945433,-15.109015635274679,-15.109015635274679
7.188,0.45885350373938416,-0.13901993315737687,0.47945081052073585,-16.855358529207408,-16.855358529207408
7.2059999999999995,0.4564750782481413,-0.15354318162049768,0.4816066919009659,-18.5912441275994,-18.5912441275994
7.224,0.45355879948259,-0.16792485872354637,0.4836469195243688,-20.31648446974616,-20.31648446974616
7.242,0.4501205319145094,-0.18214339423381637,0.48557667706966356,-22.030949617166705,-22.030949617166705
7.26,0.44617687028371744,-0.19617908396539985,0.48740130545750143,-23.73456637769315,-23.73456637769315
7.278,0.44174494058508734,-0.21001407432813254,0.4891262658541501,-25.4273168616679,-25.4273168616679
7.295999999999999,0.43684221338420587,-0.22363232922230583,0.4907571069967361,-27.10923694145888,-27.10923694145888
7.314,0.43148633071893233,-0.23701958236550205,0.4922994373569859,-28.780414687617316,-28.780414687617316
7.332,0.42569494729331336,-0.25016327819037754,0.4937589026093738,-30.440988859674246,-30.440988859674246
7.35,0.4194855861814588,-0.2630525044513331,0.4951411688721922,-32.091147533643955,-32.091147533643955
7.368,0.4128755087740485,-0.27567791960755866,0.496451912177384,-33.731126952080544,-33.731126952080544
7.386,0.4058815982713225,-0.28803167800536217,0.49769681468728316,-35.36121069180912,-35.36121069180912
7.404,0.3985202556175943,-0.3001073557889924,0.4988815682465865,-36.981729251959095,-36.981729251959095
7.422,0.390807306386243,-0.31189988043220923,0.5000118859972204,-38.59306017967759,-38.59306017967759
7.4399999999999995,0.3827579167553895,-0.32340546677749854,0.5010935229879722,-40.195628868534335,-40.195628868534335
7.458,0.3743865163193243,-0.3346215625452994,0.5021323069888826,-41.78991019066874,-41.78991019066874
7.476,0.3657067250565917,-0.34554680646308317,0.5031341811171778,-43.37643115869189,-43.37643115869189
7.494,0.3567312812709654,-0.3561810025113631,0.5041052604240748,-44.955774861877615,-44.955774861877615
7.512,0.3474719666798098,-0.36652511434304363,0.5050519053251022,-46.52858598805555,-46.52858598805555
7.529999999999999,0.3379395239817387,-0.3765812848025884,0.505980815775235,-48.09557833571228,-48.09557833571228
